AB008394.1|NA|NA|Alpha_Clade5,0.3938758450963696,0.34066319226851394
AF116842.1|China_Beijing|NA|Alpha_Clade5,0.41452992180683945,0.34512870870812756
AB011486.1|NA|NA|Alpha_Clade5,0.3952705137651614,0.3419035353257406
AB011487.1|NA|NA|Alpha_Clade5,0.3938914806763567,0.33697510740552294
AB038340.1|NA|NA|Alpha_Clade5,0.39717582527328554,0.3388259176822425
AF122913.1|NA|NA|Alpha_Clade5,0.39913009502288915,0.3365409890244255
NC_002076.2|NA|NA|Alpha_Clade5,0.3947744032034156,0.3358953864683373
AB011489.1|NA|NA|Alpha_Clade5,0.3981776389071944,0.3397114697871995
R04D02_VL46-0475-05292019|NODE_13_length_2982_cov_33.049880|TTV_Clade3_379_1_1,0.39352281586785126,0.33879138620735644
R04D02_2019.04.10_nextseq_run_VL46-0475_multiplex_set_B|NODE_12_length_3021_cov_9.656102|TTV_Clade3_331_4_1,0.39352281586790283,0.3387913862073139
R04T01-TTVRCA_S2_2019.01.23_iseq_run2_VL46-0348_R04T01|NODE_12_length_3019_cov_25.586707|TTV_Clade5_331_4_1,0.3951155716481537,0.33751901935637163
R04T01-TTV1_S2_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_18_length_3019_cov_3512.664305|TTV_Clade5_377_2_1,0.3951155716506337,0.33751901935303114
AF079173.1|NA|NA|Alpha_Clade5,0.4056451135091025,0.34031643462446737
AF351132.1|NA|NA|Alpha_Clade5,0.4046607666479431,0.3458125599954775
AB026346.1|NA|NA|Alpha_Clade5,0.40233098710844795,0.34021302005705095
AB026347.1|NA|NA|Alpha_Clade5,0.39844945691997463,0.3357972144624613
AF122915.1|NA|NA|Alpha_Clade5,0.40273121780019444,0.3374544491584643
AF129887.1|China_Southern_China|NA|Alpha_Clade5,0.39512146076747684,0.3320247296772775
AB011488.1|NA|NA|Alpha_Clade5,0.38210004077526133,0.3326893656017639
AB011490.1|NA|NA|Alpha_Clade5,0.38210058435813954,0.33181123432661525
AB011493.2|NA|NA|Alpha_Clade5,0.3847907247326153,0.33348511407808534
AB011494.1|NA|NA|Alpha_Clade5,0.3851970276842672,0.3361605289618119
AB011491.1|NA|NA|Alpha_Clade5,0.3794768712697417,0.3343408733735583
AF122914.3|NA|NA|Alpha_Clade5,0.38248005452473743,0.33028494360189076
AB021877.1|NA|NA|Alpha_Clade5,0.3748482590569783,0.3376213176211025
R11T03_2019.04.08_nextseq_run_VL46-0475_multiplex_run1|NODE_6_length_3246_cov_4153.759636|TTV_Clade5_633_3_1,0.38103357430669427,0.3333016329493289
R11T04_VL46-0475-05292019|NODE_5_length_3308_cov_8710.792807|TTV_Clade5_499_1_1,0.38103357430665086,0.3333016329495085
AF254410.1|NA|NA|Alpha_Clade5,0.5091308334048001,0.3543215593107708
AB030486.1|NA|NA|Alpha_Clade5,0.3983095602784506,0.38467171530818467
AF122916.1|NA|NA|Alpha_Clade5,0.40978077195721074,0.37217046114310653
AF122918.1|NA|NA|Alpha_Clade5,0.41406864847032465,0.3668041474729345
R15T00_2019.04.10_nextseq_run_VL46-0475_multiplex_set_B|NODE_2_length_3800_cov_130.407477|TTV_Clade5_628_1_1,0.40884192728333596,0.36749862791937987
AF122920.1|NA|NA|Alpha_Clade5,0.4062615691081817,0.371578251605712
R11T01_2019.04.08_nextseq_run_VL46-0475_multiplex_run1|NODE_1_length_3829_cov_11871.411765|TTV_Clade5_646_1_1,0.40334883006192485,0.37363358616931547
R11T03_2019.04.08_nextseq_run_VL46-0475_multiplex_run1|NODE_3_length_3841_cov_10844.678024|TTV_Clade5_658_1_1,0.40309417114484225,0.3755542388616679
R11T04_VL46-0475-05292019|NODE_8_length_3169_cov_7045.659923|TTV_Clade5_366_3_1,0.4032354151624985,0.37455788681286784
